pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
951	Две маленькие дети едят corndogs	Две маленькие дети постятся	2.8	CONTRADICTION
952	Две молодые дети играют с человеком едят corndogs	Две маленькие дети едят corndogs	3.9	NEUTRAL
954	Две маленькие дети постятся	Две маленькие дети едят corndogs в вагоне, который действительно мал	3.0	NEUTRAL
955	Две молодые дети играют с человеком едят corndogs	Две маленькие дети едят corndogs в вагоне, который действительно мал	3.3	NEUTRAL
958	Две маленькие дети едят на самом деле небольшой вагон полный corndogs 	Две маленькие дети едят corndogs	3.0	NEUTRAL
964	Человек делает позу следит другому человек	Там нет ни одного человека в позе наблюдает другим человеком	3.7	CONTRADICTION
965	Человек позирует наблюдать другой человек	Человек делает позу следит другому человек	4.8	ENTAILMENT
966	Человек в рубашке окрашенный фиолетовым смотрит на человеке в черной рубашке, который делает смешное лицо	Человек в позе настоящее время изумленно смотрел на другого человека	3.5	ENTAILMENT
968	Человек позирует наблюдать другой человек	Человек в рубашке окрашенный фиолетовым смотрит на человеке в черной рубашке, который делает смешное лицо	3.5	NEUTRAL
969	Человек в рубашке окрашенный фиолетовым смотрит на человеке в черной рубашке, который делает лицо, которое выглядит смешно	Человек делает позу следит другому человек	3.9	ENTAILMENT
971	Человек делает позу следит другому человек	Человек в фиолетовой рубашке умирает другую рубашку черный, который имеет человек, глядя на собаке делает смешное лицо нарисованное на нем.	1.9	NEUTRAL
972	Человек в рубашке окрашенный фиолетовым смотрит на человеке в черной рубашке, который делает смешное лицо	Человек делает позу следит другому человек	3.765	ENTAILMENT
974	Там нет лошади бросания ковбоя в красных и синих брюках	Лошадь бросание ковбоя носить брюки синего и красного цвета	4.0	CONTRADICTION
976	Человек внезапно падает с лошади на трассе, проложенной в дикой природе	Человек падает с лошади на треке и уложен в дикой природе	4.5	ENTAILMENT
977	Человек падает с лошади на треке и уложен в дикой природе	Человек получает на лошади на трассе, проложенной в дикой природе	3.8	ENTAILMENT
981	Лошадь бросание ковбоя носить брюки синего и красного цвета	Человек кладет крышку над дикой лошадью, которая падает на трассе	2.2	NEUTRAL
982	Ковбой в синих и красных штанах в настоящее время бросили лошадь	Человек падает с лошади на треке и уложен в дикой природе	3.1	NEUTRAL
983	Там нет лошади бросания ковбоя в красных и синих брюках	Человек падает с лошади на треке и уложен в дикой природе	2.6	NEUTRAL
986	Взрослых в амфитеатре и серьезно разговаривает с мальчиком	Взрослых в амфитеатре и разговаривает с мальчиком	4.6	ENTAILMENT
990	Мужчина и мальчик стоят в нижней части лестницы, которые на открытом воздухе	Мужчина и мальчик стоят на вершине лестницы, которые на открытом воздухе	4.1	CONTRADICTION
992	Взрослых в амфитеатре и разговаривает с мальчиком	Мужчина и мальчик стоят в нижней части некоторых лестницы, которые на открытом воздухе	2.4	NEUTRAL
993	Взрослых в амфитеатре и разговаривает с мальчиком	Мужчина и мальчик стоят на вершине лестницы, которые на открытом воздухе	3.0	NEUTRAL
995	Мужчина и мальчик стоят в нижней части лестницы, которые на открытом воздухе	Взрослых в амфитеатре и серьезно разговаривает с мальчиком	3.0	NEUTRAL
997	Разговор о взрослых и мальчик дается в амфитеатре	Мужчина и мальчик стоят в нижней части лестницы, которые на открытом воздухе	1.5	NEUTRAL
999	Мальчик в красной рубашке перед длинной синей стеной и подозрительно приподняв бровь в камере	Мальчик в красной рубашке перед стеной, которая долго и синие, и подозрительно приподняв бровь в камере	4.7	ENTAILMENT
1001	Мальчик стоит в передней части здания окрашены синим, в месте, предназначенном для людей с ограниченными возможностями	Мальчик стоит перед голубое здание в месте, предназначенном для людей с ограниченными возможностями	4.8	ENTAILMENT
1003	Мальчик стоит в передней части здания окрашены синим, в месте, предназначенном для людей с ограниченными возможностями	Мальчик в красной рубашке перед длинной синей стеной и подозрительно приподняв бровь в камере	3.1	NEUTRAL
1005	Мальчик в красной рубашке перед стеной, которая долго и синие, и подозрительно приподняв бровь в камере	Мальчик стоит перед голубое здание в месте, предназначенном для людей с ограниченными возможностями	2.3	NEUTRAL
1006	Мальчик в красной рубашке за длинной синей стеной и опуская бровь, смотрит в камеру	Мальчик стоит перед голубое здание в месте, предназначенном для людей с ограниченными возможностями	2.2	NEUTRAL
1011	Несколько лошадей мчится бешено по зеленой траве и прыжки препятствие	Некоторые лошади мчатся бешено по зеленой траве и перепрыгивая препятствие	4.7	ENTAILMENT
1012	Некоторые лошади мчатся бешено по зеленой траве и перепрыгивая препятствие	Некоторые лошади отдыхают на зеленой траве	3.2	NEUTRAL
1013	Некоторые разъяренные гонщики на зеленой траве орут на лошадях прыгать препятствие	Некоторые лошади мчатся бешено по зеленой траве и перепрыгивая препятствие	3.4	NEUTRAL
1014	Наездники мчатся лошадьми на поле, которое полностью зеленый	Несколько лошадей мчится бешено по зеленой траве и прыжки препятствие	3.5	NEUTRAL
1015	Некоторые лошади отдыхают на зеленой траве	Наездники мчатся лошадьми на поле, которое полностью зеленый	2.9	NEUTRAL
1017	В наездники на лошадях на поле, которое полностью зеленый	Некоторые лошади мчатся бешено по зеленой траве и перепрыгивая препятствие	3.3	NEUTRAL
1020	Некоторые лошади мчатся бешено по зеленой траве и перепрыгивая препятствие	Наездники мчатся лошадьми на поле, которое полностью зеленый	3.6	NEUTRAL
1023	Женщина в темных очках большого размера и держит газеты в обеих руках	Газета отличает женщину с большим размером руки держат солнечные очки и носить пальто	2.6	NEUTRAL
1024	Старая женщина одета в розовый с рисунком рубашку и неумело проведение двух газет	Старая женщина одета в рубашку с рисунком розы на нем и неуклюже неся две газеты	4.8	ENTAILMENT
1025	Старая женщина без рубашки и неумело сбросив две газеты	Старая женщина одета в розовый с рисунком рубашку и неумело проведение двух газет	3.4	CONTRADICTION
1027	Старая женщина без рубашки и неумело сбросив две газеты	Женщина в темных очках большого размера и держит газеты в обеих руках	2.4	NEUTRAL
1030	Старая женщина одета в розовый с рисунком рубашку и неумело проведение двух газет	Газета отличает женщину с большим размером руки держат солнечные очки и носить пальто	2.0	NEUTRAL
1032	Один человек, который практикует сноуборде прыгает в воздух	Человек, который практикует сноуборд прыгает в воздух	5.0	ENTAILMENT
1034	Практикующий прыгун бросание сноуборда человека в воздух	Человек, который практикует сноуборд прыгает в воздух	3.5	NEUTRAL
1035	Сноубордист прыгает бесстрашно над белым снегом	Сноубордист прыгает на белом снегу	4.5	ENTAILMENT
1036	Сноубордист не прыгает на белом снегу	Сноубордист прыгает на белом снегу	3.6	CONTRADICTION
1040	Человек, который практикует сноуборд прыгает в воздух	Прыжок на белом снегу очень привлекательным для сноубордистов	2.9	NEUTRAL
1041	Сноубордист прыгает на белом снегу	Один человек, который практикует сноуборде прыгает в воздух	4.0	ENTAILMENT
1042	Человек, который практикует сноуборд падает из воздуха	Сноубордист прыгает на белом снегу	3.4	NEUTRAL
1051	Собака находится рядом с красным шариком в воздухе	Собака, которая мала, неустанно играет на зеленой траве	2.9	NEUTRAL
1056	Собака прыгает в воздух, чтобы поймать красный шар	Собака, которая мала, играет на зеленой траве	2.9	NEUTRAL
1058	Человек едет на мотоцикле на песчаном треке	Человек едет на мотоцикле по трассе на песке	4.9	ENTAILMENT
1059	Человек не мотоцикл на песчаный треке	Человек едет на мотоцикле на песчаном треке	3.5	CONTRADICTION
1060	Мотоцикл всадник скачет над человеком на песчаной дороге	Человек едет на мотоцикле на песчаном треке	3.7	NEUTRAL
1062	Человек едет на мотоцикле в случае, связанный с мотокроссом	Там нет ни одного человека, езда на мотоцикле в случае связанных с мотокросса	3.6	CONTRADICTION
1063	Человек едет на мотоцикле в случае, связанный с мотокроссом	Мотокроссу всадник дает мотоцикл к лицу на мероприятии	3.5	NEUTRAL
1066	Человек едет на мотоцикле на песчаном треке	Мотокроссу всадник дает мотоцикл к лицу на мероприятии	2.6	NEUTRAL
1067	Человек едет на мотоцикле по трассе на песке	Человек едет на мотоцикле в случае, связанный с мотокроссом	3.4	NEUTRAL
1070	Человек едет на мотоцикле на песчаном треке	Человек едет на мотоцикле в случае, связанный с мотокроссом	3.8	NEUTRAL
1071	Розовая рубашка с белыми писать на нем надета девушкой, которая лежит в траве	Девочка одета в розовую рубашку с белым писать на ней и лежит в траве	4.5	ENTAILMENT
1072	Девочка одета в розовую рубашку с белым писать на ней и лежит в траве	Девушка обнажена и стоит на траве	2.8	NEUTRAL
1073	Молодая девушка с рубашкой окрашенной розовым мирно лежала на траве	Молодая девушка с розовой рубашкой мирно лежала на траве	4.9	ENTAILMENT
1075	Молодая мирная девушка валяется на траве, найденной в розовой рубашке	Молодая девушка с розовой рубашкой мирно лежала на траве	4.5	ENTAILMENT
1077	Девочка одета в розовую рубашку с белым писать на ней и лежит в траве	Молодая девушка с розовой рубашкой не мирно лежала на траве	3.7	NEUTRAL
1078	Молодая мирная девушка валяется на траве, найденной в розовой рубашке	Девочка одета в розовую рубашку с белым писать на ней и лежит в траве	3.6	NEUTRAL
1079	Молодая девушка с розовой рубашкой мирно лежала на траве	Розовая рубашка с белыми писать на нем надета девушкой, которая лежит в траве	4.2	NEUTRAL
1081	Молодая девушка с розовой рубашкой мирно лежала на траве	Девочка одета в розовую рубашку с белым писать на ней и лежит в траве	4.1	NEUTRAL
1085	Собака, которая является большой и серый, как трудно нести мяч в рот и работает по траве	Собака, которая является большой и серый, ведет мяч во рту и работает по траве	4.4	ENTAILMENT
1086	Собака, которая является большой и серым, падает мяч из его рта и остановок в траве	Собака, которая является большой и серый, ведет мяч во рту и работает по траве	2.6	NEUTRAL
1089	Большая собака работает на траве с теннисным мячом в рте	Собака, которая является большой и серым, падает мяч из его рта и остановок в траве	3.5	NEUTRAL
1098	Женщина верхом на коричневой лошади	Женщина верхом на лошади	4.4	ENTAILMENT
1100	Человек открывает пакет, который содержит наушники	Женщина верхом на коричневой лошади	1.0	NEUTRAL
1101	Там нет женщины верхом на лошади	Человек открывает пакет, который содержит наушники	1.0	NEUTRAL
1103	Женщина верхом на лошади	Человек открывает пакет, который не содержит наушники	1.1	NEUTRAL
1106	Человек открывает небольшой пакет, содержащий наушники	Человек открывает пакет, который содержит наушники	4.3	ENTAILMENT
1107	Человек открывает пакет, который содержит наушники	Человек открывает пакет, который не содержит наушники	3.4	CONTRADICTION
1110	Там нет ни одного человека, петь и играть на гитаре	Человек поет и играет на гитаре	2.6	CONTRADICTION
1113	Человек открывает небольшой пакет, содержащий наушники	Человек поет и играет на гитаре	1.5	NEUTRAL
1114	Человек открывает пакет, который не содержит наушники	Человек поет и играет на гитаре	1.1	NEUTRAL
1116	Человек поет и играет на гитаре	Человек открывает пакет, который содержит наушники	1.5	NEUTRAL
1121	Собака катается на скейтборде	Животное катается на скейтборде	4.5	ENTAILMENT
1123	Собака катается на скейтборде в парке	Собака катается на скейтборде	4.0	ENTAILMENT
1124	Там нет собаки езды на скейтборде	Собака катается на скейтборде	4.1	CONTRADICTION
1126	Морская черепаха охотится на рыбу	Морская черепаха охотится для пищи	4.5	ENTAILMENT
1127	Морская черепаха не охота для рыб	Морская черепаха охотится на рыбу	3.4	CONTRADICTION
1130	Черепаха после рыбы	Черепаха не следует рыбы	4.0	CONTRADICTION
1131	Черепаха после рыбы	Рыба после черепахи	3.8	CONTRADICTION
1132	Морская черепаха охотится на рыбу	Черепаха после красной рыбы	4.0	NEUTRAL
1134	Рыба после черепахи	Морская черепаха охотится на рыбу	3.2	NEUTRAL
1136	Черепаха после рыбы	Морская черепаха не охота для рыб	3.4	NEUTRAL
1138	Морская черепаха охотится на рыбу	Черепаха после рыбы	3.8	NEUTRAL
1139	Человек за рулем автомобиля	Автомобиль гонит человек	5.0	ENTAILMENT
1140	Там нет ни одного человека за рулем автомобиля	Человек за рулем автомобиля	3.6	CONTRADICTION
1141	Женщина погружения креветка в кляре	Женщина погружения креветки в кляре	4.4	ENTAILMENT
1142	Там нет женщины погружения креветки в кляре	Женщина погружения креветки в кляре	4.1	CONTRADICTION
1143	Женщина погружения креветка в кляре	Человек за рулем автомобиля	1.0	NEUTRAL
1144	Человек за рулем автомобиля	Там нет женщины погружения креветки в кляре	1.0	NEUTRAL
1146	Женщина погружения креветки в кляре	Там нет ни одного человека за рулем автомобиля	1.0	NEUTRAL
1148	Человек играет на гитаре под окнами	Человек играет на гитаре	4.5	ENTAILMENT
1150	Человек играет на пианино на концерте	Человек играет на пианино	4.5	ENTAILMENT
1151	Человек играет на пианино	Там нет ни одного человека, играя на пианино	3.9	CONTRADICTION
1152	Человек играет на пианино на концерте	Человек играет на гитаре	2.8	NEUTRAL
1156	Человек играет на пианино	Человек играет на гитаре	2.7	NEUTRAL
1158	Женщина удаления компонентов из миски	Женщина добавляет ингредиенты в миску	3.3	CONTRADICTION
1159	Женщина растрескивание некоторых яиц в миску	Женщина растрескивание некоторых яиц в контейнер	4.6	ENTAILMENT
1160	Женщина растрескивание некоторых яиц в миску	Женщина растрескивание некоторых яиц вне чаши	3.6	NEUTRAL
1163	Женщина добавляет ингредиенты в большой миске	Женщина растрескивание некоторых яиц в миску	4.3	NEUTRAL
1164	Женщина растрескивание некоторых яиц в миску	Женщина удаления компонентов из миски	3.5	NEUTRAL
1166	Женщина режет морковь	Морковь в настоящее время нарезанная женщиной	5.0	ENTAILMENT
1168	Картофель в настоящее время нарезанная женщиной	Женщина нарезка картофеля	5.0	ENTAILMENT
1171	Женщина режет морковь	Там нет женщины нарезки картофеля	3.2	NEUTRAL
1172	Женщина нарезка картофеля	Морковь в настоящее время нарезанная женщиной	3.1	NEUTRAL
1173	Женщина нарезка картофеля	Там нет ни одной женщин, нарезая морковь	3.2	NEUTRAL
1174	Женщина нарезка картофеля	Женщина режет морковь	3.2	NEUTRAL
1176	Женщина не кипяток креветки	Женщина кипящая креветки	3.185	CONTRADICTION
1181	Женщина приготовления креветок	Женщина расчесывать волосы	1.3	NEUTRAL
1183	Женщина кипящая креветки	Женщина расчесывать волосы	1.4	NEUTRAL
1185	Мужчина и женщина идут по пустынной местности	Мужчина и женщина идут по лесистой местности	3.6	NEUTRAL
1186	Мужчина и женщина вместе прогуливались по лесистой местности	Мужчина и женщина вместе прогуливались по лесу	4.9	ENTAILMENT
1187	Мужчина и женщина вместе прогуливались по лесу	Мужчина и женщина вместе ходить по городу	3.5	NEUTRAL
1189	Мужчина и женщина вместе ходить по городу	Мужчина и женщина идут по лесистой местности	2.9	NEUTRAL
1197	Человек выступает на сцене	Там нет ни одного человека, выступая на сцене	3.8	CONTRADICTION
1198	Человек говорит о сцене	Человек выступает на сцене	3.565	NEUTRAL
1199	Человек говорит на пьедестале	Человек танковать на сцене перед толпой	3.3	NEUTRAL
1201	Человек говорит о сцене	Человек говорит на пьедестале	3.7	NEUTRAL
1203	Человек выступает на сцене	Там нет ни одного человека, выступая на подиуме	3.7	NEUTRAL
1204	Человек выступает на сцене	Подиум, где человек говорит	4.0	NEUTRAL
1208	Две испуганные мальчики разговаривают по телефону	Два мальчика разговаривает по телефону	4.4	ENTAILMENT
1209	Два мальчика разговаривает по телефону	Два мальчика не говорить по телефону	4.3	CONTRADICTION
1210	Две испуганные мальчики разговаривают по телефону	Женщина разговаривает по телефону	2.7	NEUTRAL
1211	Женщина разговаривает по телефону	Два мальчика не говорить по телефону	3.3	NEUTRAL
1216	Там нет обезьяны пробираться через болото	Обезьяна будет пробираться через болото	3.6	CONTRADICTION
1217	Маленькая обезьяна ходит в реке	Небольшая обезьяна идет по воде	4.3	ENTAILMENT
1218	Небольшая обезьяна идет по воде	Обезьяна не ходить по воде	3.7	CONTRADICTION
1220	Обезьяна будет пробираться через болото	Обезьяна не ходить по воде	3.2	CONTRADICTION
1223	Небольшая обезьяна идет по воде	Обезьяна будет пробираться через болото	4.1	NEUTRAL
1224	Человек нарезка булочку	Человек резка булочки	4.8	ENTAILMENT
1225	Человек нарезка булочку	Там нет ни одного человека, нарезка булочки	3.5	CONTRADICTION
1226	Человек нарезка красный помидор	Человек нарезки помидор	4.5	ENTAILMENT
1229	Человек нарезка булочку	Там нет ни одного человека, нарезая помидор	3.2	NEUTRAL
1231	Человек нарезки помидор	Там нет ни одного человека, нарезка булочки	2.7	NEUTRAL
1233	Женщина танцует и поет под дождем	Женщина выступает в дождь	4.4	ENTAILMENT
1234	Женщина танцует и поет под дождем	Там нет ни одной женщин, танцев и пения под дождем	3.8	CONTRADICTION
1235	Некоторые женщины танцуют и поют 	Женщина танцует и поет с другими женщинами	4.8	ENTAILMENT
1238	Женщина танцует и поет под дождем	Женщина танцует и поет в одиночку	4.0	NEUTRAL
1243	Женщина пилинга картофель	Там нет женщины чистит картофель	3.4	CONTRADICTION
1245	Женщина режет помидор	Там нет ни одной женщин, нарезая помидор	3.065	CONTRADICTION
1247	Там нет ни одной женщин, нарезая помидор	Женщина пилинга картофель	2.9	NEUTRAL
1250	Женщина пилинга картофель	Женщина режет помидор	3.0	NEUTRAL
1252	Там нет женщины смешивания яйца	Женщина перемешивает яйца	3.1	CONTRADICTION
1253	Голодные женщина ест	Женщина ест	4.3	ENTAILMENT
1254	Женщина ест	Женщина пьет	3.4	NEUTRAL
1256	Женщина перемешивает яйца	Женщина пьет	1.9	NEUTRAL
1257	Женщина укрупнения яйца	Женщина ест	1.8	NEUTRAL
1258	Женщина ест	Там нет женщины смешивания яйца	2.1	NEUTRAL
1260	Полоса выполняет на этапе	Полосу играет на сцене	4.9	ENTAILMENT
1261	Полоса не выполняет на этапе	Полоса выполняет на этапе	4.6	CONTRADICTION
1262	Полоса выполняет на сцене	Полосу играет на сцене	4.9	ENTAILMENT
1263	Полосу играет на сцене	Там нет полосы воспроизведения	4.1	CONTRADICTION
1264	Полоса выполняет на сцене	Полоса выполняет на этапе	5.0	ENTAILMENT
1265	Полоса выполняет на этапе	Там нет полосы воспроизведения	3.6	CONTRADICTION
1267	Полоса не выполняет на этапе	Полосу играет на сцене	4.3	CONTRADICTION
1269	Человек встряхивание напитка	Человек смешивания	3.8	NEUTRAL
1272	Человек косить газон	Человек не косить газон	4.4	CONTRADICTION
1277	Человек смешивания	Человек косить газон	1.2	NEUTRAL
1278	Человек танцует	Человек движется грациозно	3.5	NEUTRAL
1279	Человек сидит	Человек танцует	2.7	CONTRADICTION
1281	Там нет человека, идущего снаружи	Человек идет за пределы	4.6	CONTRADICTION
1285	Человек сидит	Человек идет за пределы	2.6	NEUTRAL
1286	Человек танцует	Человек идет за пределы	2.485	NEUTRAL
1288	Там нет кота качается на вентилятор	Кошка качается на вентилятор	3.8	CONTRADICTION
1289	Кошка застрял на потолке вентилятор, который движется	Кошка застрял на движущемся потолочный вентилятор	5.0	ENTAILMENT
1290	Кошка застрял на движущемся потолочный вентилятор	Кошка играет на движущемся потолочный вентилятор	4.0	NEUTRAL
1295	Кошка качается на вентилятор	Кошка застрял на движущемся потолочный вентилятор	4.3	NEUTRAL
1296	Человек делает музыку с флейтой	Человек играет на флейте	4.8	ENTAILMENT
1298	Человек играет в бейсбол с флейтой	Человек играет на флейте	3.3	NEUTRAL
1299	Человек играет в футбол	Человек играет в игру с мячом	4.0	ENTAILMENT
1300	Там нет ни одного человека, играть в футбол	Человек играет в футбол	4.8	CONTRADICTION
1301	Человек играет в футбол	Футбольный человек играет на пианино	2.6	NEUTRAL
1304	Футбольный человек играет на пианино	Человек играет на флейте	1.8	NEUTRAL
1306	Там нет ни одного человека, играет флейты	Человек играет в футбол	1.1	NEUTRAL
1307	Человек играет в бейсбол с флейтой	Человек играет в футбол	1.965	NEUTRAL
1309	Человек жарить лепешку	Человек жарки пищи	4.5	ENTAILMENT
1310	Там нет ни одного человека, жарить лепешку	Человек жарить лепешку	3.8	CONTRADICTION
1312	Человек выполняет карточные фокусы	Никто не выполняет карточные фокусы	3.1	CONTRADICTION
1313	Человек делает трюк с некоторыми картами	Человек жарить лепешку	1.0	NEUTRAL
1314	Человек жарить лепешку	Никто не выполняет карточные фокусы	1.0	NEUTRAL
1315	Человек выполняет карточные фокусы	Человек жарки пищи	1.0	NEUTRAL
1316	Человек выполняет карточные фокусы	Там нет ни одного человека, жарить лепешку	1.0	NEUTRAL
1320	Мальчик порка людей с пластмассовым мечом	Человек шлепает мальчик с пластмассовым мечом	3.6	NEUTRAL
1322	Там нет ни одного человека, удара	Мальчик битье людей с мечом	2.6	CONTRADICTION
1323	Мальчик битье людей с мечом	Человек хлопнул мальчик с мечом	3.6	NEUTRAL
1324	Мальчик порка людей с пластмассовым мечом	Человек удара ребенок с оружием	4.2	ENTAILMENT
1325	Там нет ни одного человека, удара	Мальчик порка людей с пластмассовым мечом	3.5	CONTRADICTION
1327	Мальчик порку мужчина с игрушечным оружием	Мальчик битье людей с мечом	4.1	NEUTRAL
1330	Мальчик порка людей с пластмассовым мечом	Мальчик битье людей с мечом	4.3	ENTAILMENT
1331	Барышня измерение лодыжки другой женщины	Дама измерение лодыжки другой женщины	4.7	ENTAILMENT
1332	Дама не измеряет лодыжку другой женщины	Дама измерение лодыжки другой женщины	3.0	CONTRADICTION
1334	Женщина измерения человека	Женщина измерения другой женщины	3.5	NEUTRAL
1337	Барышня измерение лодыжки другой женщины	Женщина измерения другой женщины	4.4	ENTAILMENT
1338	Женщина измерения другой женщины	Дама не измеряет лодыжку другой женщины	2.9	NEUTRAL
1339	Дама измерение лодыжки другой женщины	Женщина измерения другой женщины	4.7	ENTAILMENT
1340	Человек разговаривает по телефону	Человек делает телефонный звонок	4.3	ENTAILMENT
1343	Человек вешает трубку	Человек делает вызов на мобильный телефон	3.365	CONTRADICTION
1347	Там нет ни одного человека, сделать телефонный звонок	Человек делает вызов на мобильный телефон	4.0	CONTRADICTION
1348	Человек делает вызов на мобильный телефон	Человек делает телефонный звонок	4.8	ENTAILMENT
1349	Животное прокатки из стороны в сторону в саду	Собака прокатки из стороны в сторону	4.2	NEUTRAL
1351	Милый щенок неоднократно прокатки из стороны в сторону на его спине	Щенок повторно прокатки из стороны в сторону на его спине	4.4	ENTAILMENT
1353	Милый щенок неоднократно прокатки из стороны в сторону на его спине	Собака прокатки из стороны в сторону	4.3	ENTAILMENT
1356	Там нет собаки моталась из стороны в сторону	Щенок повторно прокатки из стороны в сторону на его спине	3.8	CONTRADICTION
1357	Щенок повторно прокатки из стороны в сторону на его спине	Собака прокатки из стороны в сторону	4.4	ENTAILMENT
1360	Машина для бритья конца карандаша	Карандаш в настоящее время бритая машины	4.7	ENTAILMENT
1362	Карандаш в настоящее время бритая машины	Машина точит карандаш	4.2	ENTAILMENT
1363	Машина не брить карандаш	Машина точит карандаш	2.8	CONTRADICTION
1364	Машина для бритья конца карандаша	Карандаш является точат	4.3	ENTAILMENT
1366	Машина точит карандаш	Машина для бритья конца карандаша	5.0	ENTAILMENT
1367	Человек играет клавиатуры в парке	Человек играет клавиатуру	4.1	ENTAILMENT
1369	Пианист играет клавиатуру	Человек играет на клавиатуре	4.2	ENTAILMENT
1370	Человек не играет клавиатуры	Человек играет на клавиатуре	4.0	CONTRADICTION
1374	Человек играет на клавиатуре	Там нет ни одного человека, играет клавиатуру	3.4	NEUTRAL
1375	Человек играет клавиатуру	Человек играет на клавиатуре	4.6	ENTAILMENT
1377	Человек ополаскивание больших стек	Человек не полоскать большой стейк	3.4	CONTRADICTION
1382	Человек полоскание бифштекса с водой	Человек ополаскивание большого куска мяса	4.0	NEUTRAL
1383	Человек полоскание бифштекса с водой	Человек не полоскать большой стейк	3.3	CONTRADICTION
1391	Человек едет на мотоцикле	Человек рубит красный лук	1.2	NEUTRAL
1392	Человек не рубить лук	Человек едет на мотоцикле	1.1	NEUTRAL
1393	Человек едет на мотоцикле	Человек рубит лук	1.4	NEUTRAL
1394	Грустный человек плачет	Человек плачет	4.4	ENTAILMENT
1395	Человек смеется	Человек плачет	2.5	NEUTRAL
1397	Там нет ни одного человека, кричать	Человек кричит	4.0	CONTRADICTION
1398	Человек плачет	Человек боится	3.3	NEUTRAL
1401	Человек смеется	Человек кричит	3.1	NEUTRAL
1402	Человек плачет	Человек кричит	3.1	NEUTRAL
1406	Женщина не разрезая креветки	Женщина резки креветки	3.5	CONTRADICTION
1411	Женщина резки креветки	Человек рубит масло в контейнер	2.4	NEUTRAL
1413	Женщины распиловки бревен	Мужчины распиловка бревен	4.0	NEUTRAL
1416	Мужчины распиловка бревен	Мужчины распиловки	4.3	ENTAILMENT
1418	Мужчины резка древесины	Некоторые мужчины пилят	3.6	ENTAILMENT
1420	Мужчины распиловка бревен	Некоторые мужчины пилят	4.3	ENTAILMENT
1422	Женщина чистит ее руку	Женщина чистит ее ноги	3.2	NEUTRAL
1423	Женщина рубит красный лук	Женщина измельчения лука	4.5	ENTAILMENT
1424	Женщина измельчения лука	Женщина не рубить лук	3.5	CONTRADICTION
1425	Женщина рубит красный лук	Женщина чистит ее ноги	1.3	NEUTRAL
1426	Женщина чистит ее ноги	Женщина не рубить лук	1.3	NEUTRAL
1428	Женщина чистит ее руку	Женщина измельчения лука	1.5	NEUTRAL
1430	Человек играет на электрогитаре	Человек играет на гитаре	4.7	ENTAILMENT
1433	Там нет ни одного человека, играет клавиатуру	Человек играет клавиатуру	3.5	CONTRADICTION
1436	Человек играет на электрогитаре	Человек играет клавиатуру	2.4	NEUTRAL
1437	Человек не играет на гитаре	Человек играет клавиатуру	3.735	NEUTRAL
1439	Человек плюет на землю	Человек плеваться	4.7	ENTAILMENT
1440	Человек плеваться	Там нет ни одного человека, плевков	4.1	CONTRADICTION
1441	Человек разговаривает по радио	Человек разговаривает	4.5	ENTAILMENT
1442	Человек разговаривает	Человек смеется	3.3	NEUTRAL
1445	Человек плюет на землю	Человек разговаривает	2.0	NEUTRAL
1447	Человек разговаривает	Человек плеваться	2.2	NEUTRAL
1449	Человек комков теста	Человек распространяет тесто	4.0	NEUTRAL
1450	Женщина режет мясо с острым ножом	Женщина режет мясо с ножом	4.5	ENTAILMENT
1451	Женщина режет мясо с ножом	Там нет ни одной женщин, нарезая мясо с ножом	4.6	CONTRADICTION
1452	Женщина режет мясо с острым ножом	Человек распространяет тесто	1.085	NEUTRAL
1454	Тесто распространяется человеком	Женщина режет мясо с ножом	1.5	NEUTRAL
1456	Женщина режет мясо с ножом	Человек распространяет тесто	1.1	NEUTRAL
1457	Счастливый ребенок смеется	Ребенок смеется	4.5	ENTAILMENT
1459	Человек осуществления	Человек делает физическую активность	4.5	ENTAILMENT
1460	Человек отдыхает	Человек осуществления	3.7	NEUTRAL
1462	Ребенок смеется	Человек отдыхает	1.1	NEUTRAL
1465	Человек осуществления	Ребенок смеется	1.1	NEUTRAL
1468	Трое молодых людей, яростно бег, прыжки и ноги возле торгового автомата	Трое молодых мужчин бег, прыжки и ноги возле торгового автомата	4.4	ENTAILMENT
1471	Там нет ни одного человека, бег, прыжки и ногами возле торгового автомата	Трое мужчин прыгают от стены	2.0	NEUTRAL
1472	Трое молодых мужчин бег, прыжки и ноги возле торгового автомата	Трое мужчин спрыгнуть высокую стену	2.8	NEUTRAL
1475	Олень перепрыгнув через забор циклона	Олень прыгает через стену	3.8	ENTAILMENT
1477	Олень прыгает через низкую ограду	Олень прыгает через забор	4.4	ENTAILMENT
1478	Олень прыгает через забор	Олень не прыгает через забор	3.6	CONTRADICTION
1485	Человек не мешая масло	Человек перемешивания масла	3.4	CONTRADICTION
